,age,balance,day,duration,campaign,pdays,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,subscribed_yes,TotalDays
340,53.0,0.53125,4,0.6000619914381551,2,1.2129975788077667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8157922434145704
341,34.0,0.09791666666666667,4,1.029895283479709,2,1.0209462915482634,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7791812043650413
342,32.0,1.35625,4,1.3717905458268354,2,1.2044790955397628,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8141964456502514
343,56.0,0.41458333333333336,4,0.9812261699379345,2,1.0999665780514798,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5821667281494295
344,40.0,1.4458333333333333,4,0.5088838255324027,4,1.0749634725496366,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2447881114455606
345,43.0,0.0,4,1.2698810950551571,8,1.0904238379828124,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2466707608061356
346,50.0,6.841666666666667,4,0.7343055991699647,2,1.2112996774299385,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9871087513793886
347,30.0,0.74375,4,0.7746678315225245,3,1.1802339094128025,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1293141859143634
348,56.0,3.85,4,0.630221092658496,2,1.1924299793079416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6037937404746148
349,31.0,0.9354166666666667,4,0.6140946834674822,4,1.1784794075700968,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6005605389200143
350,58.0,0.0,4,0.9368168203747378,2,1.1372521608662938,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8015124278082295
351,60.0,5.241666666666666,4,0.8938607935560614,3,1.2027666563944914,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6061826570291533
352,27.0,3.3333333333333335,4,1.3441974125601306,2,1.190696763977073,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6033926166084693
353,32.0,3.6875,4,0.7567061448350885,2,1.0592603258177982,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3580929705709175
354,29.0,0.5416666666666666,4,1.1604379057391372,2,1.2146926022023472,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8161094746259223
355,45.0,0.8583333333333333,4,0.36482192449585094,5,1.201051279770421,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9331574678842023
356,32.0,0.325,4,0.4694133262958618,2,1.1678872569922174,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3698455678382107
357,27.0,0.41458333333333336,4,0.5368697773395041,2,1.0730140116890479,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3595886728663464
358,31.0,0.25416666666666665,4,0.6528168391213081,4,1.2061886072495491,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8145168988698748
359,32.0,0.6708333333333333,4,0.728108256578332,2,1.2129975788077667,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6085415262079057
360,45.0,0.4708333333333333,4,0.6814481112541695,2,1.1056488150890538,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7954936249368414
361,28.0,0.8166666666666667,4,0.7726879465010188,2,1.190696763977073,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8116091471073286
362,32.0,2.5625,4,0.3345697536146632,3,1.1802339094128025,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1293141859143634
363,31.0,0.22083333333333333,5,0.42832065975797334,2,1.0865810972260648,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5789967701007057
364,27.0,0.5104166666666666,5,0.2446446428338505,7,1.1837337051849275,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.80130291967784
365,46.0,-0.39791666666666664,5,1.4206543198712207,3,1.0865810972260648,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9672429953566656
366,41.0,0.008333333333333333,5,0.8077396286009653,1,1.1037583213435982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5830628677949172
367,29.0,0.0,5,0.2744402791722606,9,1.1802339094128025,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6009677395538868
368,35.0,0.9166666666666666,5,0.524245897313243,1,1.1714304544453242,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5989228808519713
369,35.0,1.0416666666666667,5,0.6965320035178239,1,1.1784794075700968,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6005605389200143
370,33.0,1.54375,5,0.9008589676083376,1,1.1924299793079416,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6037937404746148
371,34.0,2.2333333333333334,5,0.6047614690471756,1,1.1784794075700968,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8093100241808707
372,32.0,2.220833333333333,5,0.6370535871258735,1,1.1958874238135404,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6517776676393197
373,39.0,2.0708333333333333,5,0.7864655223333954,1,1.1589739462042088,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5960223313493342
374,47.0,3.78125,5,0.5293145887875625,1,1.1802339094128025,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1293141859143634
375,29.0,1.0479166666666666,5,1.1331726599935807,1,1.0807891559433633,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7907335578486834
376,27.0,0.16875,5,0.7384159259729509,1,1.0807891559433633,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9663107688661068
377,33.0,2.9375,5,0.24799945005974333,1,1.1819853383693892,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.257748372697405
378,59.0,0.20625,5,0.35884426308332634,1,1.1941601958003105,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.984401973577725
379,30.0,0.3,5,0.8581158965784108,1,1.1924299793079416,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9841283190144365
380,32.0,6.920833333333333,5,1.3272685142295202,2,1.033204789666505,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7815585372835645
381,43.0,1.2229166666666667,5,0.2579968673719488,6,1.1409053831862488,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.64730675088314
382,29.0,1.14375,5,0.754690340249896,1,1.166110939274888,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.806977067313527
383,34.0,1.1729166666666666,5,1.0630518214240225,1,0.6004263701223691,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6940046178432793
384,30.0,0.21875,5,0.5929711042060479,1,1.201051279770421,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.605786609897258
385,32.0,1.3375,5,0.3854667535041382,1,1.1802339094128025,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8096405202915574
386,30.0,0.6104166666666667,5,0.8077396286009653,1,1.1802339094128025,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8096405202915574
387,54.0,3.216666666666667,5,0.47743304421435956,7,1.0749634725496366,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9653722340274633
388,41.0,-0.7875,5,1.0283617290140263,1,1.1802339094128025,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8096405202915574
389,33.0,22.083333333333332,5,0.7486184304032787,1,1.2044790955397628,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8141964456502514
390,35.0,3.24375,5,0.794254026987486,1,1.2061886072495491,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6069722507499956
391,42.0,-0.86875,5,0.4667257306123239,3,1.2146926022023472,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.987643716350442
392,39.0,1.9104166666666667,5,0.6617140907494811,2,1.1889605393943852,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6029906349165829
393,47.0,4.014583333333333,5,0.5905962574548573,4,1.2180740539523776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9881765877758606
394,34.0,0.1375,5,0.5217018845440017,1,1.0229998384875478,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7795798501159559
395,40.0,-0.44166666666666665,5,0.43944486368816776,1,1.1889605393943852,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6029906349165829
396,33.0,0.8458333333333333,5,0.41139882780604436,1,1.2180740539523776,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6097099098596286
397,57.0,0.9208333333333333,5,0.35283065424561844,1,1.1802339094128025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9821972364696102
398,54.0,4.69375,5,0.8707724624335043,1,1.0749634725496366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5762373076948524
399,32.0,3.4604166666666667,5,0.45317832497800103,1,1.0999665780514798,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.794407599915652
400,32.0,0.37916666666666665,5,0.890343255017634,1,1.0209462915482634,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7791812043650413
401,31.0,1.19375,5,0.4028293055278349,1,1.2078952015157443,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.814836702810973
402,29.0,0.7604166666666666,5,0.4422066860358215,1,1.2163847573536737,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8164260686841659
403,40.0,0.7645833333333333,5,0.48802692474307285,1,1.2163847573536737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6093212588320672
404,58.0,3.36875,5,0.539375541906102,4,1.2163847573536737,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8164260686841659
405,55.0,3.6770833333333335,5,1.149620850105341,1,1.2044790955397628,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.606577869565477
406,42.0,0.65625,5,0.7607256044047558,1,1.2180740539523776,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8167420279746633
407,34.0,0.0,5,0.5368697773395041,4,1.033204789666505,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9586188759756158
408,45.0,1.7875,5,1.3597432629579183,4,1.1767218220395468,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8089788376427893
409,30.0,0.16458333333333333,5,1.256532678237137,2,1.0749634725496366,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5762373076948524
410,32.0,4.779166666666667,5,0.9987682412512126,2,1.1924299793079416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8119348844755643
411,58.0,0.0,5,2.2051000176292024,1,1.0923396850137246,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5803617542984252
412,27.0,0.2625,5,0.630221092658496,2,1.1131752518224052,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1200977524467746
413,48.0,0.8875,5,0.6438397152313631,2,1.0372577880965754,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7823433077015721
414,42.0,8.914583333333333,5,0.5088838255324027,1,1.0788510299884195,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5771615430877268
415,46.0,0.32708333333333334,5,0.5665323406267606,2,1.1280602860507476,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5887873987867037
416,37.0,0.19791666666666666,5,1.1079817060539614,2,1.2129975788077667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8157922434145704
417,44.0,3.0229166666666667,5,0.4640308922885678,7,0.8188870641067835,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0276209687053326
418,33.0,0.7854166666666667,5,0.7707041337570906,2,1.2197605016400626,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6100977548381445
419,31.0,0.7229166666666667,5,0.8489764017983601,3,1.1924299793079416,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6037937404746148
420,37.0,1.3645833333333333,5,0.5834376891355288,2,1.1889605393943852,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1305073377052537
421,37.0,0.04375,5,0.48802692474307285,2,1.1784794075700968,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8093100241808707
422,40.0,4.447916666666667,5,0.6836169331331976,5,1.1390804402795085,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5913725279673752
423,43.0,2.129166666666667,5,0.6661332061650153,3,1.2197605016400626,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8170573548697587
424,43.0,0.78125,5,0.7301783078267642,2,1.0807891559433633,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1156160572268137
425,33.0,0.25625,5,0.8832708396687783,3,1.1056488150890538,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1190580092907791
426,37.0,0.23125,5,0.40855047222869983,2,1.2129975788077667,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8157922434145704
427,32.0,0.32916666666666666,5,1.4751263258991856,4,1.1802339094128025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6009677395538868
428,33.0,1.43125,6,0.6986683912727931,2,1.2146926022023472,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.608931798654328
429,30.0,1.3333333333333333,6,0.5762275060056645,4,1.1075357416106617,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7958540055412507
430,29.0,0.5145833333333333,6,0.7526704639874904,2,1.109419114345254,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5843992455425253
431,52.0,10.152083333333334,6,1.0585946915635305,6,1.1075357416106617,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6445834871946678
432,30.0,0.6375,6,0.4906579513081601,6,1.1854790205482257,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9916923443441383
433,35.0,1.30625,6,0.9266744027233133,6,1.2180740539523776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8167420279746633
434,49.0,1.0479166666666666,6,0.9468574013957707,4,1.082723532831083,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5780813508984716
435,44.0,0.6458333333333334,6,0.7445499110192362,1,1.1802339094128025,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6009677395538868
436,43.0,0.9979166666666667,6,0.677096304917147,1,1.1819853383693892,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8099703286566977
437,31.0,3.752083333333333,6,0.6047614690471756,1,1.2163847573536737,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8164260686841659
438,41.0,0.6791666666666667,6,0.6661332061650153,1,1.0473189942805592,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7842887722317807
439,31.0,0.7979166666666667,6,0.5640937908424656,1,1.109419114345254,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5843992455425253
440,38.0,0.2520833333333333,6,0.677096304917147,1,1.1056488150890538,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7954936249368414
441,40.0,13.947916666666666,6,0.9249739533950575,1,1.1784794075700968,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6005605389200143
442,35.0,1.8145833333333334,6,0.5591987788655649,1,1.166110939274888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9799563860130142
443,37.0,-0.5291666666666667,6,0.5689649583487022,3,1.1819853383693892,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8099703286566977
444,58.0,0.9229166666666667,6,0.35283065424561844,2,1.0904238379828124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.579907839171693
445,37.0,0.15416666666666667,6,0.5665323406267606,1,1.2180740539523776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6097099098596286
446,60.0,2.372916666666667,6,0.42832065975797334,2,1.0961604027021552,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.793679479471649
447,36.0,0.86875,6,0.27117315655886765,10,1.0961604027021552,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.968782902267683
448,46.0,1.4958333333333333,6,0.4640308922885678,2,1.2061886072495491,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6069722507499956
449,40.0,1.3291666666666666,6,0.43111333360158055,3,1.1819853383693892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8099703286566977
450,57.0,-0.90625,6,0.48802692474307285,5,1.2146926022023472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8161094746259223
451,34.0,0.7229166666666667,6,0.646091562697063,2,1.0769091404056934,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.36001185880504
452,45.0,1.6166666666666667,6,0.8077396286009653,4,1.1802339094128025,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6009677395538868
453,47.0,-0.16666666666666666,6,0.6370535871258735,3,1.2095988882791728,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8151558599254305
454,54.0,1.0729166666666667,6,0.5542796878308169,2,1.1463603140934728,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5930765967078134
455,35.0,0.38125,6,0.2613072517509883,7,1.1150480430620127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5857263323946992
456,36.0,1.9104166666666667,6,1.2442411692267414,3,1.1056488150890538,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2485212889196133
457,38.0,1.1854166666666666,6,0.5293145887875625,2,1.1784794075700968,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6005605389200143
458,49.0,-0.5583333333333333,6,0.3558419790940676,2,1.0942518685922868,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2471363632291357
459,35.0,14.185416666666667,6,0.6117695336104165,8,1.2146926022023472,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4765392071045098
460,27.0,0.34375,6,1.8286803018702464,2,1.0671427224691847,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1137215871538344
461,42.0,1.6020833333333333,6,0.7176932315889644,2,1.1678872569922174,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5980986884966709
462,33.0,0.7291666666666666,6,0.6325037817431892,7,1.1335855435632163,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.25190799252313
463,55.0,1.0770833333333334,6,0.370764065695081,3,1.1976116736534062,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1316887637890918
464,58.0,-0.07708333333333334,6,0.6370535871258735,2,1.0923396850137246,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3616865512977636
465,33.0,0.020833333333333332,6,0.43944486368816776,2,1.2163847573536737,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6093212588320672
466,32.0,-0.38333333333333336,6,0.5882157573781298,2,1.0769091404056934,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5766999812945249
